"reaction number","true rclass","true reaction smiles","true prod","pred reaction smiles","pred prod","conf","projID","retroID","true_deltaCM","true_deltaSA","retpred_deltaCM","retpred_deltaSA"
16.,"elimination","BrC(C)(C)C1=CC=CC=C1.[O-]C(C)(C)C>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2","C1CCOC1.CC(=O)c1ccccc1.CC(C)(C)[O-].[K+].C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].CC(C)(C)[O-].[K+].C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2",1.,"602c6e99329a1000012c1439","6031b9d271c8b600012f59ce",-38.78463484555751,-3.29276204943063,-277.04911228433934,-44.3555026289893
16.2,"elimination","BrC(C)(C)C1=CC=CC=C1.[O-]C(C)(C)C>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2","C1CCOC1.CC(=O)c1ccccc1.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].[Li]CCCC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2",1.,"602c6e99329a1000012c1439","6031b9d271c8b600012f59ce",-38.78463484555751,-3.29276204943063,-254.70926228145476,-26.90888963131632
16.3,"elimination","BrC(C)(C)C1=CC=CC=C1.[O-]C(C)(C)C>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2","C1CCOC1.CC(=O)c1ccccc1.CC(C)(C)O[K].C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2",1.,"602c6e99329a1000012c1439","6031b9d271c8b600012f59ce",-38.78463484555751,-3.29276204943063,-269.21903728578167,-26.344600081337788
16.4,"elimination","BrC(C)(C)C1=CC=CC=C1.[O-]C(C)(C)C>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2","CC(C)(O)c1ccccc1.Cc1ccccc1>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2",0.996,"602c6e99329a1000012c1439","6031b9d271c8b600012f59ce",-38.78463484555751,-3.29276204943063,-42.094737505048094,-1.033400333808931
16.5,"elimination","BrC(C)(C)C1=CC=CC=C1.[O-]C(C)(C)C>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2","CC(C)(O)c1ccccc1.Cc1ccc(S(=O)(=O)O)cc1.c1ccccc1>>C=C(C)C2=CC=CC=C2","C=C(C)C2=CC=CC=C2",0.992,"602c6e99329a1000012c1439","6031b9d271c8b600012f59ce",-38.78463484555751,-3.29276204943063,-124.13383752235583,-2.5502346223608043
17.,"elimination","BrCCC.[O-]C(C)(C)C>>C=CC","C=CC","C>>C=CC","C=CC",0.0775,"602c6e99329a1000012c1439","6031b9fc71c8b600012f5a53",-37.61470984411521,-2.438748236275207,12.169925001442312,-4.3216275767496315
17.2,"elimination","BrCCC.[O-]C(C)(C)C>>C=CC","C=CC","C1CCC2=NCCCN2CC1.C=CCCl.CN(C)C=O>>C=CC","C=CC",0.000017400000000000003,"602c6e99329a1000012c1439","6031b9fc71c8b600012f5a53",-37.61470984411521,-2.438748236275207,-192.9908781884037,-5.3157513697752306
17.3,"elimination","BrCCC.[O-]C(C)(C)C>>C=CC","C=CC","C1CCC2=NCCCN2CC1.C=CCCl.CN(C)C=O.O>>C=CC","C=CC",0.000015100000000000001,"602c6e99329a1000012c1439","6031b9fc71c8b600012f5a53",-37.61470984411521,-2.438748236275207,-192.9908781884037,-11.184228292852154
17.4,"elimination","BrCCC.[O-]C(C)(C)C>>C=CC","C=CC","CCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCC(=O)[O-].CCCC[Sn+2]CCCC.CCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCC(=O)[O-].CCCC[Sn+2]CCCC>>C=CC","C=CC",1.87e-6,"602c6e99329a1000012c1439","6031b9fc71c8b600012f5a53",-37.61470984411521,-2.438748236275207,-541.1894750100962,-12.89268107914641
17.5,"elimination","BrCCC.[O-]C(C)(C)C>>C=CC","C=CC","CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+].O.O[Na].CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]>>C=CC","C=CC",6.42e-7,"602c6e99329a1000012c1439","6031b9fc71c8b600012f5a53",-37.61470984411521,-2.438748236275207,-270.7383500317309,-31.46094977898738
18.,"elimination","BrCC(CC)CC.[O-]C(C)(C)C>>C=C(CC)CC","C=C(CC)CC","CCC(=O)CC.CCOCC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].[Li]CCCC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>C=C(CC)CC","C=C(CC)CC",0.999,"602c6e99329a1000012c1439","6031ba3171c8b600012f5ac5",-37.95455984699983,-2.69700295898782,-246.7092622814547,-26.76545029403821
18.2,"elimination","BrCC(CC)CC.[O-]C(C)(C)C>>C=C(CC)CC","C=C(CC)CC","C1CCOC1.CCC(=O)CC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>C=C(CC)CC","C=C(CC)CC",0.999,"602c6e99329a1000012c1439","6031ba3171c8b600012f5ac5",-37.95455984699983,-2.69700295898782,-224.70926228145473,-22.592303095181805
18.3,"elimination","BrCC(CC)CC.[O-]C(C)(C)C>>C=C(CC)CC","C=C(CC)CC","C1CCOC1.CCC(=O)CC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-].[Li]CCCC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-]>>C=C(CC)CC","C=C(CC)CC",0.998,"602c6e99329a1000012c1439","6031ba3171c8b600012f5ac5",-37.95455984699983,-2.69700295898782,-250.7092622814547,-26.88605455439324
18.4,"elimination","BrCC(CC)CC.[O-]C(C)(C)C>>C=C(CC)CC","C=C(CC)CC","C1CCOC1.CCC(=O)CC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].[Li]CCCC.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>C=C(CC)CC","C=C(CC)CC",0.998,"602c6e99329a1000012c1439","6031ba3171c8b600012f5ac5",-37.95455984699983,-2.69700295898782,-250.7092622814547,-26.88605455439324
18.5,"elimination","BrCC(CC)CC.[O-]C(C)(C)C>>C=C(CC)CC","C=C(CC)CC","C1CCC2=NCCCN2CC1.CCC(O)(CC)CC>>C=C(CC)CC","C=C(CC)CC",0.141,"602c6e99329a1000012c1439","6031ba3171c8b600012f5ac5",-37.95455984699983,-2.69700295898782,-143.2388309575275,-2.4001842721721403
19.,"elimination","CCCC(C)(C)Br.[OH-]>>CC/C=C(C)/C","CC/C=C(C)/C","CC(C)=O.CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>CC/C=C(C)/C","CC/C=C(C)/C",1.,"602c6e99329a1000012c1439","6031ba5a71c8b600012f5c27",-20.4447848426729,-8.88044620899754,-109.68470613928507,-9.730769991959164
19.2,"elimination","CCCC(C)(C)Br.[OH-]>>CC/C=C(C)/C","CC/C=C(C)/C","CC(C)=O.CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>CC/C=C(C)/C","CC/C=C(C)/C",1.,"602c6e99329a1000012c1439","6031ba5a71c8b600012f5c27",-20.4447848426729,-8.88044620899754,-109.68470613928507,-1.2511969116972779
19.3,"elimination","CCCC(C)(C)Br.[OH-]>>CC/C=C(C)/C","CC/C=C(C)/C","C1CCOC1.CC(C)=O.CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>CC/C=C(C)/C","CC/C=C(C)/C",1.,"602c6e99329a1000012c1439","6031ba5a71c8b600012f5c27",-20.4447848426729,-8.88044620899754,-244.53933728001238,-22.460753944947953
19.4,"elimination","CCCC(C)(C)Br.[OH-]>>CC/C=C(C)/C","CC/C=C(C)/C","C1CCOC1.CC(C)=O.CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].[Li]CCCC.CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>CC/C=C(C)/C","CC/C=C(C)/C",1.,"602c6e99329a1000012c1439","6031ba5a71c8b600012f5c27",-20.4447848426729,-8.88044620899754,-270.5393372800124,-26.75450540415939
19.5,"elimination","CCCC(C)(C)Br.[OH-]>>CC/C=C(C)/C","CC/C=C(C)/C","CC(C)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-].CCC=O.CC(C)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-]>>CC/C=C(C)/C","CC/C=C(C)/C",1.,"602c6e99329a1000012c1439","6031ba5a71c8b600012f5c27",-20.4447848426729,-8.88044620899754,-216.388962287224,-21.308134010199275
20.,"elimination","BrC1C(Br)CCCC1.[OH-]>>C2=CCCC=C2","C2=CCCC=C2","[H][H].c1ccccc1>>C2=CCCC=C2","C2=CCCC=C2",0.418,"602c6e99329a1000012c1439","6031ba9071c8b600012f5ce8",-40.29440984988446,-8.974476795398989,9.584962500721156,-5.138270808086791
20.2,"elimination","BrC1C(Br)CCCC1.[OH-]>>C2=CCCC=C2","C2=CCCC=C2","C1=CCC2C3C=CC(C3)C2C1.C1=CC2C3C=CC(C3)C2C1>>C2=CCCC=C2","C2=CCCC=C2",0.0311,"602c6e99329a1000012c1439","6031ba9071c8b600012f5ce8",-40.29440984988446,-8.974476795398989,-172.73835003173087,-6.716002921022593
20.3,"elimination","BrC1C(Br)CCCC1.[OH-]>>C2=CCCC=C2","C2=CCCC=C2","C1=CC2C3C=CC(C3)C2C1.Cc1ccc(S(=O)(=O)O)cc1>>C2=CCCC=C2","C2=CCCC=C2",0.000752,"602c6e99329a1000012c1439","6031ba9071c8b600012f5ce8",-40.29440984988446,-8.974476795398989,-205.58797503894243,-3.4407440810183214
20.4,"elimination","BrC1C(Br)CCCC1.[OH-]>>C2=CCCC=C2","C2=CCCC=C2","C1=CC2C3C=CC(C3)C2C1.Cc1ccccc1>>C2=CCCC=C2","C2=CCCC=C2",0.000449,"602c6e99329a1000012c1439","6031ba9071c8b600012f5ce8",-40.29440984988446,-8.974476795398989,-134.30376252379816,-2.923909792466448
20.5,"elimination","BrC1C(Br)CCCC1.[OH-]>>C2=CCCC=C2","C2=CCCC=C2","C1=CCCCC1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccccc1>>C2=CCCC=C2","C2=CCCC=C2",0.00011399999999999999,"602c6e99329a1000012c1439","6031ba9071c8b600012f5ce8",-40.29440984988446,-8.974476795398989,-125.96391252091354,-1.953803519321104
21.,"grignard","O=C1CCCCC1.C[Mg]Br>>CC2(O)CCCCC2","CC2(O)CCCCC2","C[Mg]I.O=C1CCCCC1>>CC2(O)CCCCC2","CC2(O)CCCCC2",1.,"602c6ec6329a1000012c1443","602c907f329a1000012c2f1c",-13.614709844115211,-6.190533553585402,-13.614709844115211,-6.386687399739246
21.2,"grignard","O=C1CCCCC1.C[Mg]Br>>CC2(O)CCCCC2","CC2(O)CCCCC2","CCOCC.C[Mg]I.O=C1CCCCC1>>CC2(O)CCCCC2","CC2(O)CCCCC2",1.,"602c6ec6329a1000012c1443","602c907f329a1000012c2f1c",-13.614709844115211,-6.190533553585402,-34.78463484555752,-8.292360752441812
21.3,"grignard","O=C1CCCCC1.C[Mg]Br>>CC2(O)CCCCC2","CC2(O)CCCCC2","C[Mg]Br.O=C1CCCCC1>>CC2(O)CCCCC2","CC2(O)CCCCC2",1.,"602c6ec6329a1000012c1443","602c907f329a1000012c2f1c",-13.614709844115211,-6.190533553585402,-13.614709844115211,-6.190533553585402
21.4,"grignard","O=C1CCCCC1.C[Mg]Br>>CC2(O)CCCCC2","CC2(O)CCCCC2","CCOCC.C[Mg]Br.O=C1CCCCC1>>CC2(O)CCCCC2","CC2(O)CCCCC2",1.,"602c6ec6329a1000012c1443","602c907f329a1000012c2f1c",-13.614709844115211,-6.190533553585402,-34.78463484555752,-8.096206906287964
21.5,"grignard","O=C1CCCCC1.C[Mg]Br>>CC2(O)CCCCC2","CC2(O)CCCCC2","C[Mg]Cl.O=C1CCCCC1>>CC2(O)CCCCC2","CC2(O)CCCCC2",1.,"602c6ec6329a1000012c1443","602c907f329a1000012c2f1c",-13.614709844115211,-6.190533553585402,-13.614709844115211,-6.084725861277709
22.,"grignard","Br[Mg]C1CCCCC1.CC([H])=O>>CC(O)C2CCCCC2","CC(O)C2CCCCC2","C[Mg]Br.O=CC1CCCCC1>>CC(O)C2CCCCC2","CC(O)C2CCCCC2",1.,"602c6ec6329a1000012c1443","602c90a9329a1000012c2f99",1.895065160211729,-4.67826489950064,7.064990161654038,-6.418913060035756
22.2,"grignard","Br[Mg]C1CCCCC1.CC([H])=O>>CC(O)C2CCCCC2","CC(O)C2CCCCC2","C[Mg]Cl.O=CC1CCCCC1>>CC(O)C2CCCCC2","CC(O)C2CCCCC2",1.,"602c6ec6329a1000012c1443","602c90a9329a1000012c2f99",1.895065160211729,-4.67826489950064,7.064990161654038,-6.313105367728063
22.3,"grignard","Br[Mg]C1CCCCC1.CC([H])=O>>CC(O)C2CCCCC2","CC(O)C2CCCCC2","C1CCOC1.C[Mg]Br.O=CC1CCCCC1>>CC(O)C2CCCCC2","CC(O)C2CCCCC2",1.,"602c6ec6329a1000012c1443","602c90a9329a1000012c2f99",1.895065160211729,-4.67826489950064,-18.10493483978827,-8.445190673093348
22.4,"grignard","Br[Mg]C1CCCCC1.CC([H])=O>>CC(O)C2CCCCC2","CC(O)C2CCCCC2","C1CCOC1.C[Mg]Cl.O=CC1CCCCC1>>CC(O)C2CCCCC2","CC(O)C2CCCCC2",1.,"602c6ec6329a1000012c1443","602c90a9329a1000012c2f99",1.895065160211729,-4.67826489950064,-18.10493483978827,-8.339382980785656
22.5,"grignard","Br[Mg]C1CCCCC1.CC([H])=O>>CC(O)C2CCCCC2","CC(O)C2CCCCC2","CC(=O)C1CCCCC1.[BH4-].[Na+].[BH4-].[Na+]>>CC(O)C2CCCCC2","CC(O)C2CCCCC2",1.,"602c6ec6329a1000012c1443","602c90a9329a1000012c2f99",1.895065160211729,-4.67826489950064,17.019550008653873,-33.26323355782049
23.,"grignard","Br[Mg]C1=CC=CC=C1.[H]C(CCC)=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.CCCC=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c90d4329a1000012c300c",1.0649901616540376,-4.486028296133351,1.0649901616540376,-4.486028296133351
23.2,"grignard","Br[Mg]C1=CC=CC=C1.[H]C(CCC)=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CCCC=O.O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c90d4329a1000012c300c",1.0649901616540376,-4.486028296133351,-24.10493483978827,-12.380782832267867
23.3,"grignard","Br[Mg]C1=CC=CC=C1.[H]C(CCC)=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CCCC=O.Cl>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c90d4329a1000012c300c",1.0649901616540376,-4.486028296133351,-24.10493483978827,-12.763352063037098
23.4,"grignard","Br[Mg]C1=CC=CC=C1.[H]C(CCC)=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CCCC=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c90d4329a1000012c300c",1.0649901616540376,-4.486028296133351,-24.10493483978827,-6.512305909190944
23.5,"grignard","Br[Mg]C1=CC=CC=C1.[H]C(CCC)=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2","Brc1ccccc1.C1CCOC1.CCCC=O>>OC(CCC)C2=CC=CC=C2","OC(CCC)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c90d4329a1000012c300c",1.0649901616540376,-4.486028296133351,-12.104934839788285,-3.9175370851325475
24.,"grignard","[H]C(C1CCCC1)=O.Br[Mg]C2CCCCC2>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4","CCO.O=C(C1CCCCC1)C1CCCC1.[BH4-].[Na+].[BH4-].[Na+]>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4",1.,"602c6ec6329a1000012c1443","602c9109329a1000012c307a",1.895065160211729,-3.9236922714080844,-2.150374992788443,-35.28461309038261
24.2,"grignard","[H]C(C1CCCC1)=O.Br[Mg]C2CCCCC2>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4","O=C(C1CCCCC1)C1CCCC1.[BH4-].[Na+].[BH4-].[Na+]>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4",1.,"602c6ec6329a1000012c1443","602c9109329a1000012c307a",1.895065160211729,-3.9236922714080844,17.019550008653866,-33.30435605174762
24.3,"grignard","[H]C(C1CCCC1)=O.Br[Mg]C2CCCCC2>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4","CO.O=C(C1CCCCC1)C1CCCC1.[BH4-].[Na+].[BH4-].[Na+]>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4",1.,"602c6ec6329a1000012c1443","602c9109329a1000012c307a",1.895065160211729,-3.9236922714080844,7.849625007211557,-36.00540089377393
24.4,"grignard","[H]C(C1CCCC1)=O.Br[Mg]C2CCCCC2>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4","[Li][AlH4].C1CCOC1.O=C(C1CCCCC1)C1CCCC1>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4",1.,"602c6ec6329a1000012c1443","602c9109329a1000012c307a",1.895065160211729,-3.9236922714080844,-8.150374992788443,-9.897848352265298
24.5,"grignard","[H]C(C1CCCC1)=O.Br[Mg]C2CCCCC2>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4","Cl[Mg]C1CCCC1.O=CC1CCCCC1>>OC(C3CCCC3)C4CCCCC4","OC(C3CCCC3)C4CCCCC4",0.998,"602c6ec6329a1000012c1443","602c9109329a1000012c307a",1.895065160211729,-3.9236922714080844,1.895065160211729,-4.159367355020125
25.,"grignard","C[Mg]Br.CC(OC)=O>>CC(C)(O)C","CC(C)(O)C","CC(C)(C)OCc1ccccc1.CCO.[H][H].[Pd]>>CC(C)(O)C","CC(C)(O)C",1.,"602c6ec6329a1000012c1443","602c913d329a1000012c30d1",-48.95455984699984,-6.286715919753862,-66.2646625064904,-17.173908430613075
25.2,"grignard","C[Mg]Br.CC(OC)=O>>CC(C)(O)C","CC(C)(O)C","CC(C)(C)OC(C)(C)C.O>>CC(C)(O)C","CC(C)(O)C",0.132,"602c6ec6329a1000012c1443","602c913d329a1000012c30d1",-48.95455984699984,-6.286715919753862,-5.,-6.255650270581675
25.3,"grignard","C[Mg]Br.CC(OC)=O>>CC(C)(O)C","CC(C)(O)C","CC(C)(C)OO.[H][H]>>CC(C)(O)C","CC(C)(O)C",0.0119,"602c6ec6329a1000012c1443","602c913d329a1000012c30d1",-48.95455984699984,-6.286715919753862,-11.754887502163466,-7.490445889234655
25.4,"grignard","C[Mg]Br.CC(OC)=O>>CC(C)(O)C","CC(C)(O)C","CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.[H][H]>>CC(C)(O)C","CC(C)(O)C",0.0095,"602c6ec6329a1000012c1443","602c913d329a1000012c30d1",-48.95455984699984,-6.286715919753862,-50.509775004326926,-7.546880188522602
25.5,"grignard","C[Mg]Br.CC(OC)=O>>CC(C)(O)C","CC(C)(O)C","CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.[H][H].[Pd]>>CC(C)(O)C","CC(C)(O)C",0.000589,"602c6ec6329a1000012c1443","602c913d329a1000012c30d1",-48.95455984699984,-6.286715919753862,-50.509775004326926,-16.026453268784486
26.,"grignard","CC[Mg]Br.O=C(OC)C1=CC=CC=C1>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC","Br[Mg]c1ccccc1.CCC(=O)CC>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC",1.,"602c6ec6329a1000012c1443","602c91cf329a1000012c3129",-43.95455984699983,-4.680734118468922,-19.614709844115197,-4.0608951037545085
26.2,"grignard","CC[Mg]Br.O=C(OC)C1=CC=CC=C1>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC","Br[Mg]c1ccccc1.CCC(=O)CC.CCOCC>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC",1.,"602c6ec6329a1000012c1443","602c91cf329a1000012c3129",-43.95455984699983,-4.680734118468922,-40.784634845557505,-5.966568456457073
26.3,"grignard","CC[Mg]Br.O=C(OC)C1=CC=CC=C1>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC","Br[Mg]c1ccccc1.C1CCOC1.CCC(=O)CC>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC",1.,"602c6ec6329a1000012c1443","602c91cf329a1000012c3129",-43.95455984699983,-4.680734118468922,-44.784634845557505,-6.087172716812102
26.4,"grignard","CC[Mg]Br.O=C(OC)C1=CC=CC=C1>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC","CCC(=O)c1ccccc1.CC[Mg]Br>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC",1.,"602c6ec6329a1000012c1443","602c91cf329a1000012c3129",-43.95455984699983,-4.680734118468922,-33.61470984411521,-4.904745107479912
26.5,"grignard","CC[Mg]Br.O=C(OC)C1=CC=CC=C1>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC","CCC(=O)c1ccccc1.CCOCC.CC[Mg]Br>>OC(C2=CC=CC=C2)(CC)CC","OC(C2=CC=CC=C2)(CC)CC",1.,"602c6ec6329a1000012c1443","602c91cf329a1000012c3129",-43.95455984699983,-4.680734118468922,-54.78463484555752,-6.8104184601824755
27.,"grignard","Br[Mg]C1=CC=CC=C1.O=C(OC)C2=CC=CC=C2>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","Br[Mg]c1ccccc1.O=C(c1ccccc1)c1ccccc1>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5",1.,"602c6ec6329a1000012c1443","602c9205329a1000012c31a0",-45.40719109447579,-3.3858909207043757,-33.40719109447579,-3.4481298400694333
27.2,"grignard","Br[Mg]C1=CC=CC=C1.O=C(OC)C2=CC=CC=C2>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","Br[Mg]c1ccccc1.CCOCC.O=C(c1ccccc1)c1ccccc1>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5",1.,"602c6ec6329a1000012c1443","602c9205329a1000012c31a0",-45.40719109447579,-3.3858909207043757,-54.5771160959181,-5.353803192771998
27.3,"grignard","Br[Mg]C1=CC=CC=C1.O=C(OC)C2=CC=CC=C2>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","C1CCOC1.O=C(c1ccccc1)c1ccccc1.[Li]c1ccccc1>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5",1.,"602c6ec6329a1000012c1443","602c9205329a1000012c31a0",-45.40719109447579,-3.3858909207043757,-40.9624062518029,-5.004130167530167
27.4,"grignard","Br[Mg]C1=CC=CC=C1.O=C(OC)C2=CC=CC=C2>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","Br[Mg]c1ccccc1.C1CCOC1.O=C(c1ccccc1)c1ccccc1>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5",1.,"602c6ec6329a1000012c1443","602c9205329a1000012c31a0",-45.40719109447579,-3.3858909207043757,-58.5771160959181,-5.474407453127028
27.5,"grignard","Br[Mg]C1=CC=CC=C1.O=C(OC)C2=CC=CC=C2>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","Cl[Mg]c1ccccc1.O=C(c1ccccc1)c1ccccc1>>OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5","OC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5",1.,"602c6ec6329a1000012c1443","602c9205329a1000012c31a0",-45.40719109447579,-3.3858909207043757,-33.40719109447579,-3.4205278333804703
28.,"grignard","O=C(OC)C1=CC=CC=C1.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CC(C)=O>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c922f329a1000012c3202",-39.95455984699983,-6.059087624715567,-44.784634845557505,-5.7995143444581805
28.2,"grignard","O=C(OC)C1=CC=CC=C1.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2","CC(=O)c1ccccc1.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c922f329a1000012c3202",-39.95455984699983,-6.059087624715567,-23.614709844115197,-6.064507166364513
28.3,"grignard","O=C(OC)C1=CC=CC=C1.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2","CC(=O)c1ccccc1.CCOCC.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c922f329a1000012c3202",-39.95455984699983,-6.059087624715567,-44.78463484555752,-7.970180519067078
28.4,"grignard","O=C(OC)C1=CC=CC=C1.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2","CC(=O)c1ccccc1.CCOCC.[Li]C>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c922f329a1000012c3202",-39.95455984699983,-6.059087624715567,-27.16992500144231,-7.90376832245841
